Timeframe name,From (date),To (date),Material name,Material code,Quantity,Unit,Location,Comments
August 2016,01/08/16,31/08/16,water,MF9,31862.68,ML,Steenbras Upper,
September 2016,01/09/16,30/09/16,water,MF9,30981.37,ML,Steenbras Upper,
October 2016,01/10/16,31/10/16,water,MF9,29130.23,ML,Steenbras Upper,
November 2016,01/11/16,30/11/16,water,MF9,26932.47,ML,Steenbras Upper,
December 2016,01/12/16,31/12/16,water,MF9,24219.9,ML,Steenbras Upper,
January 2017,01/01/17,31/01/17,water,MF9,21995.22,ML,Steenbras Upper,
February 2017,01/02/17,28/02/17,water,MF9,18280.1,ML,Steenbras Upper,
March 2017,01/03/17,31/03/17,water,MF9,17713.72,ML,Steenbras Upper,
April 2017,01/04/17,30/04/17,water,MF9,16663.32,ML,Steenbras Upper,
May 2017,01/05/17,31/05/17,water,MF9,17864.3,ML,Steenbras Upper,
June 2017,01/06/17,30/06/17,water,MF9,17894.61,ML,Steenbras Upper,
July 2017,01/07/17,31/07/17,water,MF9,22830.31,ML,Steenbras Upper,
August 2017,01/08/17,31/08/17,water,MF9,29227.94,ML,Steenbras Upper,
September 2017,01/09/17,30/09/17,water,MF9,31462.13,ML,Steenbras Upper,
October 2017,01/10/17,31/10/17,water,MF9,31483.53,ML,Steenbras Upper,
November 2017,01/11/17,30/11/17,water,MF9,31391.48,ML,Steenbras Upper,
December 2017,01/12/17,31/12/17,water,MF9,31042.22,ML,Steenbras Upper,
January 2018,01/01/18,31/01/18,water,MF9,28782.52,ML,Steenbras Upper,
February 2018,01/02/18,28/02/18,water,MF9,27030.39,ML,Steenbras Upper,
March 2018,01/03/18,31/03/18,water,MF9,27665.1,ML,Steenbras Upper,
April 2018,01/04/18,30/04/18,water,MF9,21909.27,ML,Steenbras Upper,
May 2018,01/05/18,31/05/18,water,MF9,18744.45,ML,Steenbras Upper,
June 2018,01/06/18,30/06/18,water,MF9,25519.03,ML,Steenbras Upper,
July 2018,01/07/18,31/07/18,water,MF9,31552.52,ML,Steenbras Upper,
August 2018,01/08/18,31/08/18,water,MF9,31368.26,ML,Steenbras Upper,
September 2018,01/09/18,30/09/18,water,MF9,30566.9,ML,Steenbras Upper,
October 2018,01/10/18,31/10/18,water,MF9,26186.97,ML,Steenbras Upper,
November 2018,01/11/18,30/11/18,water,MF9,20950.03,ML,Steenbras Upper,
December 2018,01/12/18,31/12/18,water,MF9,21982.52,ML,Steenbras Upper,
January 2019,01/01/19,31/01/19,water,MF9,22390.71,ML,Steenbras Upper,
February 2019,01/02/19,28/02/19,water,MF9,22342.14,ML,Steenbras Upper,
March 2019,01/03/19,31/03/19,water,MF9,22207.84,ML,Steenbras Upper,
April 2019,01/04/19,30/04/19,water,MF9,21886.87,ML,Steenbras Upper,
May 2019,01/05/19,31/05/19,water,MF9,21153.63,ML,Steenbras Upper,
January 2012,01/01/12,31/01/12,water,MF9,116128.35,ML,Voëlvlei,
February 2012,01/02/12,29/02/12,water,MF9,99415.79,ML,Voëlvlei,
March 2012,01/03/12,31/03/12,water,MF9,85015.42,ML,Voëlvlei,
April 2012,01/04/12,30/04/12,water,MF9,73939.57,ML,Voëlvlei,
May 2012,01/05/12,31/05/12,water,MF9,69765.58,ML,Voëlvlei,
June 2012,01/06/12,30/06/12,water,MF9,73968.4,ML,Voëlvlei,
July 2012,01/07/12,31/07/12,water,MF9,97981.26,ML,Voëlvlei,
August 2012,01/08/12,31/08/12,water,MF9,125437.1,ML,Voëlvlei,
September 2012,01/09/12,30/09/12,water,MF9,161287.57,ML,Voëlvlei,
October 2012,01/10/12,31/10/12,water,MF9,162616.35,ML,Voëlvlei,
November 2012,01/11/12,30/11/12,water,MF9,155492.93,ML,Voëlvlei,
December 2012,01/12/12,31/12/12,water,MF9,143271.65,ML,Voëlvlei,
